"Name","OptionId","AttributeType","OptionGradeRate01","OptionGradeRate02","OptionGradeRate03","OptionGradeRate04","OptionGradeRate05","OptionGradeRate06","OptionGradeRate07","OptionGradeRate08","OptionGradeRate09","OptionGradeRate10","OptionGradeValue01","OptionGradeValue02","OptionGradeValue03","OptionGradeValue04","OptionGradeValue05","OptionGradeValue06","OptionGradeValue07","OptionGradeValue08","OptionGradeValue09","OptionGradeValue10","OptionGradeValue11","OptionGradeValue12","OptionGradeValue13","OptionGradeValue14","OptionGradeValue15","OptionGradeValue16","OptionGradeValue17","OptionGradeValue18","OptionGradeValue19","OptionGradeValue20","OptionGradeValue21","OptionGradeValue22","OptionGradeValue23","OptionGradeValue24","OptionGradeValue25","OptionGradeValue26","OptionGradeValue27","OptionGradeValue28","OptionGradeValue29","OptionGradeValue30","OptionGradeValue31","OptionGradeValue32","OptionGradeValue33","OptionGradeValue34","OptionGradeValue35","OptionGradeValue36","OptionGradeValue37","OptionGradeValue38","OptionGradeValue39","OptionGradeValue40","OptionGradeValue41","OptionGradeValue42","OptionGradeValue43","OptionGradeValue44","OptionGradeValue45","OptionGradeValue46","OptionGradeValue47","OptionGradeValue48","OptionGradeValue49","OptionGradeValue50","AttributeGrade"
"11402","11402","31","0","2250","2250","2160","2160","500","500","150","30","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","40","40","40","40","40","48","48","48","48","48","48","48","48","48","48","0"
"11403","11403","32","0","2250","2250","2160","2160","500","500","150","30","0","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","27","27","27","27","27","27","27","27","27","27","54","54","54","54","54","54","54","54","54","54","119","119","119","119","119","144","144","144","144","144","144","144","144","144","144","0"
"11404","11404","33","0","2250","2250","2160","2160","500","500","150","30","0","18","18","18","18","18","18","18","18","18","18","18","18","18","18","18","27","27","27","27","27","27","27","27","27","27","54","54","54","54","54","54","54","54","54","54","119","119","119","119","119","144","144","144","144","144","144","144","144","144","144","0"
"11405","11405","34","0","2250","2250","2160","2160","500","500","150","30","0","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","158","158","158","158","158","192","192","192","192","192","192","192","192","192","192","0"
"11406","11406","35","0","2250","2250","2160","2160","500","500","150","30","0","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","158","158","158","158","158","192","192","192","192","192","192","192","192","192","192","0"
"11407","11407","38","0","2250","2250","2160","2160","500","500","150","30","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","40","40","40","40","40","48","48","48","48","48","48","48","48","48","48","0"
"11408","11408","39","0","2250","2250","2160","2160","500","500","150","30","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","40","40","40","40","40","48","48","48","48","48","48","48","48","48","48","0"
"11409","11409","40","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","11","11","11","11","11","11","11","11","11","11","23","23","23","23","23","23","23","23","23","23","51","51","51","51","51","61","61","61","61","61","61","61","61","61","61","0"
"11410","11410","41","0","2250","2250","2160","2160","500","500","150","30","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","14","14","14","14","14","14","14","14","14","14","27","27","27","27","27","27","27","27","27","27","59","59","59","59","59","72","72","72","72","72","72","72","72","72","72","0"
"11411","11411","42","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","11","11","11","11","11","11","11","11","11","11","23","23","23","23","23","23","23","23","23","23","51","51","51","51","51","61","61","61","61","61","61","61","61","61","61","0"
"11412","11412","43","0","2250","2250","2160","2160","500","500","150","30","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","14","14","14","14","14","14","14","14","14","14","27","27","27","27","27","27","27","27","27","27","59","59","59","59","59","72","72","72","72","72","72","72","72","72","72","0"
"11413","11413","44","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","11","11","11","11","11","11","11","11","11","11","23","23","23","23","23","23","23","23","23","23","51","51","51","51","51","61","61","61","61","61","61","61","61","61","61","0"
"11414","11414","45","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","11","11","11","11","11","11","11","11","11","11","23","23","23","23","23","23","23","23","23","23","51","51","51","51","51","61","61","61","61","61","61","61","61","61","61","0"
"11415","11415","46","0","2250","2250","2160","2160","500","500","150","30","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","14","14","14","14","14","14","14","14","14","14","31","31","31","31","31","37","37","37","37","37","37","37","37","37","37","0"
"11416","11416","47","0","2250","2250","2160","2160","500","500","150","30","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","14","14","14","14","14","14","14","14","14","14","31","31","31","31","31","37","37","37","37","37","37","37","37","37","37","0"
"11417","11417","48","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11418","11418","49","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11419","11419","50","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11420","11420","51","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11421","11421","52","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11422","11422","53","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11423","11423","119","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11424","11424","120","0","2250","2250","2160","2160","500","500","150","30","0","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","33","33","33","33","33","33","33","33","33","33","68","68","68","68","68","68","68","68","68","68","150","150","150","150","150","181","181","181","181","181","181","181","181","181","181","0"
"11425","11425","82","0","2250","2250","2160","2160","500","500","150","30","0","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","113","113","113","113","113","113","113","113","113","113","225","225","225","225","225","225","225","225","225","225","495","495","495","495","495","600","600","600","600","600","600","600","600","600","600","0"
"11426","11426","89","0","2250","2250","2160","2160","500","500","150","30","0","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","113","113","113","113","113","113","113","113","113","113","225","225","225","225","225","225","225","225","225","225","495","495","495","495","495","600","600","600","600","600","600","600","600","600","600","0"
"11427","11427","88","0","2250","2250","2160","2160","500","500","150","30","0","75","75","75","75","75","75","75","75","75","75","75","75","75","75","75","113","113","113","113","113","113","113","113","113","113","225","225","225","225","225","225","225","225","225","225","495","495","495","495","495","600","600","600","600","600","600","600","600","600","600","0"
"11428","11428","159","0","2250","2250","2160","2160","500","500","150","30","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","14","14","14","14","14","14","14","14","14","14","31","31","31","31","31","37","37","37","37","37","37","37","37","37","37","0"
"11501","11501","30","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","52","52","52","52","52","60","60","60","60","60","60","60","60","60","60","0"
"11502","11502","31","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","52","52","52","52","52","60","60","60","60","60","60","60","60","60","60","0"
"11503","11503","32","0","2250","2250","2160","2160","500","500","150","30","0","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","155","155","155","155","155","180","180","180","180","180","180","180","180","180","180","0"
"11504","11504","33","0","2250","2250","2160","2160","500","500","150","30","0","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","36","36","36","36","36","36","36","36","36","36","72","72","72","72","72","72","72","72","72","72","155","155","155","155","155","180","180","180","180","180","180","180","180","180","180","0"
"11505","11505","34","0","2250","2250","2160","2160","500","500","150","30","0","32","32","32","32","32","32","32","32","32","32","32","32","32","32","32","48","48","48","48","48","48","48","48","48","48","96","96","96","96","96","96","96","96","96","96","206","206","206","206","206","240","240","240","240","240","240","240","240","240","240","0"
"11506","11506","35","0","2250","2250","2160","2160","500","500","150","30","0","32","32","32","32","32","32","32","32","32","32","32","32","32","32","32","48","48","48","48","48","48","48","48","48","48","96","96","96","96","96","96","96","96","96","96","206","206","206","206","206","240","240","240","240","240","240","240","240","240","240","0"
"11507","11507","38","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","52","52","52","52","52","60","60","60","60","60","60","60","60","60","60","0"
"11508","11508","39","0","2250","2250","2160","2160","500","500","150","30","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","12","12","12","12","12","12","12","12","12","12","24","24","24","24","24","24","24","24","24","24","52","52","52","52","52","60","60","60","60","60","60","60","60","60","60","0"
"11509","11509","40","0","2250","2250","2160","2160","500","500","150","30","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","14","14","14","14","14","14","14","14","14","14","30","30","30","30","30","30","30","30","30","30","65","65","65","65","65","75","75","75","75","75","75","75","75","75","75","0"
"11510","11510","41","0","2250","2250","2160","2160","500","500","150","30","0","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","77","77","77","77","77","90","90","90","90","90","90","90","90","90","90","0"
